event_id,referral_lead_id,partner_id,event_type,event_at,agent_name,rationale
EV001912,RL00513,,classified,2023-11-09,intake,
EV001913,RL00513,P006,matched,2023-11-12,matching,"top-3 by capacity+ROI, ranked P006 #1"
EV001914,RL00513,P006,lost,2023-11-21,monitor,no fit / declined
EV001915,RL00514,,classified,2023-11-11,intake,
EV001916,RL00514,P004,matched,2023-11-14,matching,"top-3 by capacity+ROI, ranked P004 #1"
EV001917,RL00514,P004,lost,2023-11-26,monitor,no fit / declined
EV001918,RL00515,,classified,2023-11-12,intake,
EV001919,RL00515,P006,matched,2023-11-15,matching,"top-3 by capacity+ROI, ranked P006 #1"
EV001920,RL00515,P006,booked,2023-11-19,negotiation,partner accepted; capacity held
EV001921,RL00515,P006,resolved,2023-12-05,monitor,closed successfully
EV001922,RL00516,,classified,2023-11-19,intake,
EV001923,RL00516,P006,matched,2023-11-22,matching,"top-3 by capacity+ROI, ranked P006 #1"
EV001924,RL00517,,classified,2023-11-14,intake,
EV001925,RL00517,P005,matched,2023-11-17,matching,"top-3 by capacity+ROI, ranked P005 #1"
EV001926,RL00517,P005,booked,2023-11-21,negotiation,partner accepted; capacity held
EV001927,RL00517,P005,resolved,2023-12-03,monitor,closed successfully
EV001928,RL00518,,classified,2023-11-28,intake,
EV001929,RL00518,P004,matched,2023-11-30,matching,"top-3 by capacity+ROI, ranked P004 #1"
EV001930,RL00518,P004,booked,2023-12-03,negotiation,partner accepted; capacity held
EV001931,RL00518,P004,resolved,2023-12-09,monitor,closed successfully
EV001932,RL00519,,classified,2023-11-25,intake,
EV001933,RL00519,P005,matched,2023-11-27,matching,"top-3 by capacity+ROI, ranked P005 #1"
EV001934,RL00519,P005,outreach_sent,2023-11-28,negotiation,round 1
EV001935,RL00519,P005,reply_received,2023-11-29,negotiation,propose_alternative
EV001936,RL00519,P005,outreach_sent,2023-11-30,negotiation,round 2
EV001937,RL00519,P005,reply_received,2023-12-01,negotiation,propose_alternative
EV001938,RL00519,P005,outreach_sent,2023-12-02,negotiation,round 3
EV001939,RL00519,P005,reply_received,2023-12-03,negotiation,propose_alternative
EV001940,RL00520,,classified,2023-11-03,intake,
EV001941,RL00520,P005,matched,2023-11-05,matching,"top-3 by capacity+ROI, ranked P005 #1"
EV001942,RL00521,,classified,2023-11-13,intake,
EV001943,RL00521,P005,matched,2023-11-16,matching,"top-3 by capacity+ROI, ranked P005 #1"
EV001944,RL00521,P005,booked,2023-11-24,negotiation,partner accepted; capacity held
EV001945,RL00521,P005,resolved,2023-12-06,monitor,closed successfully
EV001946,RL00522,,classified,2023-11-25,intake,
EV001947,RL00522,P004,matched,2023-11-26,matching,"top-3 by capacity+ROI, ranked P004 #1"
EV001948,RL00522,P004,lost,2023-12-01,monitor,no fit / declined
EV001949,RL00523,,classified,2023-11-15,intake,
EV001950,RL00523,P004,matched,2023-11-18,matching,"top-3 by capacity+ROI, ranked P004 #1"
EV001951,RL00523,P004,outreach_sent,2023-11-19,negotiation,round 1
EV001952,RL00523,P004,reply_received,2023-11-20,negotiation,propose_alternative
EV001953,RL00523,P004,outreach_sent,2023-11-21,negotiation,round 2
EV001954,RL00523,P004,reply_received,2023-11-22,negotiation,propose_alternative
EV001955,RL00523,P004,outreach_sent,2023-11-23,negotiation,round 3
EV001956,RL00523,P004,reply_received,2023-11-24,negotiation,propose_alternative
EV001957,RL00524,,classified,2023-11-15,intake,
EV001958,RL00524,P005,matched,2023-11-17,matching,"top-3 by capacity+ROI, ranked P005 #1"
EV001959,RL00524,P005,booked,2023-11-23,negotiation,partner accepted; capacity held
EV001960,RL00524,P005,resolved,2023-12-16,monitor,closed successfully
EV001961,RL00525,,classified,2023-11-11,intake,
EV001962,RL00525,P004,matched,2023-11-14,matching,"top-3 by capacity+ROI, ranked P004 #1"
EV001963,RL00525,P004,booked,2023-11-16,negotiation,partner accepted; capacity held
EV001964,RL00525,P004,resolved,2023-11-27,monitor,closed successfully
EV001965,RL00526,,classified,2023-12-02,intake,
EV001966,RL00526,P006,matched,2023-12-04,matching,"top-3 by capacity+ROI, ranked P006 #1"
EV001967,RL00526,P006,lost,2023-12-17,monitor,no fit / declined
EV001968,RL00527,,classified,2023-12-16,intake,
EV001969,RL00527,P005,matched,2023-12-17,matching,"top-3 by capacity+ROI, ranked P005 #1"
EV001970,RL00527,P005,booked,2023-12-26,negotiation,partner accepted; capacity held
EV001971,RL00527,P005,resolved,2024-01-07,monitor,closed successfully
EV001972,RL00528,,classified,2023-12-01,intake,
EV001973,RL00528,P004,matched,2023-12-04,matching,"top-3 by capacity+ROI, ranked P004 #1"
EV001974,RL00529,,classified,2023-12-03,intake,
EV001975,RL00529,P004,matched,2023-12-06,matching,"top-3 by capacity+ROI, ranked P004 #1"
EV001976,RL00529,P004,booked,2023-12-14,negotiation,partner accepted; capacity held
EV001977,RL00529,P004,resolved,2023-12-27,monitor,closed successfully
EV001978,RL00530,,classified,2023-12-08,intake,
EV001979,RL00530,P005,matched,2023-12-11,matching,"top-3 by capacity+ROI, ranked P005 #1"
EV001980,RL00530,P005,booked,2023-12-15,negotiation,partner accepted; capacity held
EV001981,RL00530,P005,resolved,2024-01-09,monitor,closed successfully
EV001982,RL00531,,classified,2023-12-05,intake,
EV001983,RL00531,P004,matched,2023-12-06,matching,"top-3 by capacity+ROI, ranked P004 #1"
EV001984,RL00532,,classified,2023-12-18,intake,
EV001985,RL00532,P006,matched,2023-12-19,matching,"top-3 by capacity+ROI, ranked P006 #1"
EV001986,RL00532,P006,booked,2023-12-27,negotiation,partner accepted; capacity held
EV001987,RL00532,P006,resolved,2024-01-01,monitor,closed successfully
EV001988,RL00533,,classified,2023-12-23,intake,
EV001989,RL00533,P005,matched,2023-12-24,matching,"top-3 by capacity+ROI, ranked P005 #1"
EV001990,RL00533,P005,booked,2023-12-29,negotiation,partner accepted; capacity held
EV001991,RL00533,P005,resolved,2024-01-23,monitor,closed successfully
EV001992,RL00534,,classified,2023-12-23,intake,
EV001993,RL00534,P005,matched,2023-12-24,matching,"top-3 by capacity+ROI, ranked P005 #1"
EV001994,RL00534,P005,outreach_sent,2023-12-25,negotiation,round 1
EV001995,RL00534,P005,reply_received,2023-12-26,negotiation,propose_alternative
EV001996,RL00534,P005,outreach_sent,2023-12-27,negotiation,round 2
EV001997,RL00534,P005,reply_received,2023-12-28,negotiation,propose_alternative
EV001998,RL00534,P005,outreach_sent,2023-12-29,negotiation,round 3
EV001999,RL00534,P005,reply_received,2023-12-30,negotiation,propose_alternative
EV002000,RL00535,,classified,2023-12-20,intake,
EV002001,RL00535,P005,matched,2023-12-21,matching,"top-3 by capacity+ROI, ranked P005 #1"
EV002002,RL00535,P005,booked,2023-12-26,negotiation,partner accepted; capacity held
EV002003,RL00535,P005,resolved,2023-12-31,monitor,closed successfully
EV002004,RL00536,,classified,2023-12-21,intake,
EV002005,RL00536,P004,matched,2023-12-23,matching,"top-3 by capacity+ROI, ranked P004 #1"
EV002006,RL00536,P004,booked,2024-01-01,negotiation,partner accepted; capacity held
EV002007,RL00536,P004,resolved,2024-01-23,monitor,closed successfully
EV002008,RL00537,,classified,2023-12-05,intake,
EV002009,RL00537,P004,matched,2023-12-06,matching,"top-3 by capacity+ROI, ranked P004 #1"
EV002010,RL00537,P004,booked,2023-12-12,negotiation,partner accepted; capacity held
EV002011,RL00537,P004,resolved,2023-12-30,monitor,closed successfully
EV002012,RL00538,,classified,2023-12-22,intake,
EV002013,RL00538,P005,matched,2023-12-25,matching,"top-3 by capacity+ROI, ranked P005 #1"
EV002014,RL00538,P005,lost,2024-01-07,monitor,no fit / declined
EV002015,RL00539,,classified,2023-12-08,intake,
EV002016,RL00539,P004,matched,2023-12-10,matching,"top-3 by capacity+ROI, ranked P004 #1"
EV002017,RL00540,,classified,2023-12-13,intake,
EV002018,RL00540,P005,matched,2023-12-15,matching,"top-3 by capacity+ROI, ranked P005 #1"
EV002019,RL00540,P005,booked,2023-12-22,negotiation,partner accepted; capacity held
EV002020,RL00540,P005,resolved,2024-01-10,monitor,closed successfully
EV002021,RL00541,,classified,2024-01-27,intake,
EV002022,RL00542,,classified,2024-01-17,intake,
EV002023,RL00542,P004,matched,2024-01-18,matching,"top-3 by capacity+ROI, ranked P004 #1"
EV002024,RL00542,P004,booked,2024-01-28,negotiation,partner accepted; capacity held
EV002025,RL00542,P004,resolved,2024-02-13,monitor,closed successfully
EV002026,RL00543,,classified,2024-01-03,intake,
EV002027,RL00543,P006,matched,2024-01-06,matching,"top-3 by capacity+ROI, ranked P006 #1"
EV002028,RL00543,P006,lost,2024-01-20,monitor,no fit / declined
EV002029,RL00544,,classified,2024-01-10,intake,
EV002030,RL00545,,classified,2024-01-10,intake,
EV002031,RL00545,P006,matched,2024-01-13,matching,"top-3 by capacity+ROI, ranked P006 #1"
EV002032,RL00545,P006,lost,2024-01-19,monitor,no fit / declined
EV002033,RL00546,,classified,2024-01-01,intake,
EV002034,RL00546,P005,matched,2024-01-03,matching,"top-3 by capacity+ROI, ranked P005 #1"
EV002035,RL00546,P005,lost,2024-01-11,monitor,no fit / declined
EV002036,RL00547,,classified,2024-01-24,intake,
EV002037,RL00548,,classified,2024-01-19,intake,
EV002038,RL00549,,classified,2024-01-04,intake,
EV002039,RL00549,P004,matched,2024-01-07,matching,"top-3 by capacity+ROI, ranked P004 #1"
EV002040,RL00550,,classified,2024-01-10,intake,
EV002041,RL00550,P004,matched,2024-01-13,matching,"top-3 by capacity+ROI, ranked P004 #1"
EV002042,RL00551,,classified,2024-01-13,intake,
EV002043,RL00551,P006,matched,2024-01-14,matching,"top-3 by capacity+ROI, ranked P006 #1"
EV002044,RL00551,P006,booked,2024-01-21,negotiation,partner accepted; capacity held
EV002045,RL00551,P006,resolved,2024-02-02,monitor,closed successfully
EV002046,RL00552,,classified,2024-01-02,intake,
EV002047,RL00552,P005,matched,2024-01-04,matching,"top-3 by capacity+ROI, ranked P005 #1"
EV002048,RL00552,P005,lost,2024-01-16,monitor,no fit / declined
EV002049,RL00553,,classified,2024-01-16,intake,
EV002050,RL00553,P006,matched,2024-01-18,matching,"top-3 by capacity+ROI, ranked P006 #1"
EV002051,RL00554,,classified,2024-01-04,intake,
EV002052,RL00554,P004,matched,2024-01-05,matching,"top-3 by capacity+ROI, ranked P004 #1"
EV002053,RL00554,P004,booked,2024-01-07,negotiation,partner accepted; capacity held
EV002054,RL00554,P004,resolved,2024-01-20,monitor,closed successfully
EV002055,RL00555,,classified,2024-01-03,intake,
EV002056,RL00555,P004,matched,2024-01-05,matching,"top-3 by capacity+ROI, ranked P004 #1"
EV002057,RL00555,P004,booked,2024-01-13,negotiation,partner accepted; capacity held
EV002058,RL00555,P004,resolved,2024-01-20,monitor,closed successfully
EV002059,RL00556,,classified,2024-02-01,intake,
EV002060,RL00556,P005,matched,2024-02-04,matching,"top-3 by capacity+ROI, ranked P005 #1"
EV002061,RL00556,P005,booked,2024-02-14,negotiation,partner accepted; capacity held
EV002062,RL00556,P005,resolved,2024-03-10,monitor,closed successfully
EV002063,RL00557,,classified,2024-02-17,intake,
EV002064,RL00557,P005,matched,2024-02-20,matching,"top-3 by capacity+ROI, ranked P005 #1"
EV002065,RL00557,P005,booked,2024-02-22,negotiation,partner accepted; capacity held
EV002066,RL00557,P005,resolved,2024-03-10,monitor,closed successfully
EV002067,RL00558,,classified,2024-02-02,intake,
EV002068,RL00558,P006,matched,2024-02-03,matching,"top-3 by capacity+ROI, ranked P006 #1"
EV002069,RL00558,P006,booked,2024-02-11,negotiation,partner accepted; capacity held
EV002070,RL00558,P006,resolved,2024-02-19,monitor,closed successfully
EV002071,RL00559,,classified,2024-02-06,intake,
EV002072,RL00560,,classified,2024-02-26,intake,
EV002073,RL00560,P006,matched,2024-02-29,matching,"top-3 by capacity+ROI, ranked P006 #1"
EV002074,RL00560,P006,booked,2024-03-02,negotiation,partner accepted; capacity held
EV002075,RL00560,P006,resolved,2024-03-10,monitor,closed successfully
EV002076,RL00561,,classified,2024-02-16,intake,
EV002077,RL00561,P004,matched,2024-02-19,matching,"top-3 by capacity+ROI, ranked P004 #1"
EV002078,RL00561,P004,lost,2024-02-24,monitor,no fit / declined
EV002079,RL00562,,classified,2024-02-09,intake,
EV002080,RL00562,P004,matched,2024-02-10,matching,"top-3 by capacity+ROI, ranked P004 #1"
EV002081,RL00562,P004,booked,2024-02-17,negotiation,partner accepted; capacity held
EV002082,RL00562,P004,resolved,2024-02-24,monitor,closed successfully
EV002083,RL00563,,classified,2024-02-06,intake,
EV002084,RL00563,P004,matched,2024-02-07,matching,"top-3 by capacity+ROI, ranked P004 #1"
EV002085,RL00563,P004,booked,2024-02-17,negotiation,partner accepted; capacity held
EV002086,RL00563,P004,resolved,2024-03-02,monitor,closed successfully
EV002087,RL00564,,classified,2024-02-08,intake,
EV002088,RL00564,P004,matched,2024-02-11,matching,"top-3 by capacity+ROI, ranked P004 #1"
EV002089,RL00565,,classified,2024-02-16,intake,
EV002090,RL00565,P005,matched,2024-02-17,matching,"top-3 by capacity+ROI, ranked P005 #1"
EV002091,RL00565,P005,lost,2024-02-23,monitor,no fit / declined
EV002092,RL00566,,classified,2024-02-15,intake,
EV002093,RL00566,P004,matched,2024-02-16,matching,"top-3 by capacity+ROI, ranked P004 #1"
EV002094,RL00566,P004,booked,2024-02-23,negotiation,partner accepted; capacity held
EV002095,RL00566,P004,resolved,2024-03-07,monitor,closed successfully
EV002096,RL00567,,classified,2024-02-02,intake,
EV002097,RL00567,P006,matched,2024-02-05,matching,"top-3 by capacity+ROI, ranked P006 #1"
EV002098,RL00567,P006,booked,2024-02-09,negotiation,partner accepted; capacity held
EV002099,RL00567,P006,resolved,2024-02-24,monitor,closed successfully
EV002100,RL00568,,classified,2024-02-10,intake,
EV002101,RL00568,P004,matched,2024-02-12,matching,"top-3 by capacity+ROI, ranked P004 #1"
EV002102,RL00568,P004,booked,2024-02-21,negotiation,partner accepted; capacity held
EV002103,RL00568,P004,resolved,2024-03-14,monitor,closed successfully
EV002104,RL00569,,classified,2024-02-28,intake,
EV002105,RL00569,P006,matched,2024-03-01,matching,"top-3 by capacity+ROI, ranked P006 #1"
EV002106,RL00569,P006,outreach_sent,2024-03-02,negotiation,round 1
EV002107,RL00569,P006,reply_received,2024-03-03,negotiation,propose_alternative
EV002108,RL00569,P006,outreach_sent,2024-03-04,negotiation,round 2
EV002109,RL00569,P006,reply_received,2024-03-05,negotiation,propose_alternative
EV002110,RL00569,P006,outreach_sent,2024-03-06,negotiation,round 3
EV002111,RL00569,P006,reply_received,2024-03-07,negotiation,propose_alternative
EV002112,RL00570,,classified,2024-02-24,intake,
EV002113,RL00570,P005,matched,2024-02-26,matching,"top-3 by capacity+ROI, ranked P005 #1"
EV002114,RL00570,P005,booked,2024-03-05,negotiation,partner accepted; capacity held
EV002115,RL00570,P005,resolved,2024-03-25,monitor,closed successfully
EV002116,RL00571,,classified,2024-03-09,intake,
EV002117,RL00571,P004,matched,2024-03-12,matching,"top-3 by capacity+ROI, ranked P004 #1"
EV002118,RL00572,,classified,2024-03-05,intake,
EV002119,RL00572,P005,matched,2024-03-06,matching,"top-3 by capacity+ROI, ranked P005 #1"
EV002120,RL00572,P005,booked,2024-03-11,negotiation,partner accepted; capacity held
EV002121,RL00572,P005,resolved,2024-03-31,monitor,closed successfully
EV002122,RL00573,,classified,2024-03-22,intake,
EV002123,RL00573,P005,matched,2024-03-24,matching,"top-3 by capacity+ROI, ranked P005 #1"
EV002124,RL00574,,classified,2024-03-21,intake,
EV002125,RL00574,P004,matched,2024-03-22,matching,"top-3 by capacity+ROI, ranked P004 #1"
EV002126,RL00574,P004,booked,2024-03-28,negotiation,partner accepted; capacity held
EV002127,RL00574,P004,resolved,2024-04-07,monitor,closed successfully
EV002128,RL00575,,classified,2024-03-01,intake,
EV002129,RL00575,P005,matched,2024-03-04,matching,"top-3 by capacity+ROI, ranked P005 #1"
EV002130,RL00575,P005,lost,2024-03-09,monitor,no fit / declined
EV002131,RL00576,,classified,2024-03-07,intake,
EV002132,RL00576,P005,matched,2024-03-08,matching,"top-3 by capacity+ROI, ranked P005 #1"
EV002133,RL00576,P005,booked,2024-03-14,negotiation,partner accepted; capacity held
EV002134,RL00576,P005,resolved,2024-03-23,monitor,closed successfully
EV002135,RL00577,,classified,2024-03-20,intake,
EV002136,RL00577,P004,matched,2024-03-21,matching,"top-3 by capacity+ROI, ranked P004 #1"
EV002137,RL00577,P004,outreach_sent,2024-03-22,negotiation,round 1
EV002138,RL00577,P004,reply_received,2024-03-23,negotiation,propose_alternative
EV002139,RL00577,P004,outreach_sent,2024-03-24,negotiation,round 2
EV002140,RL00577,P004,reply_received,2024-03-25,negotiation,propose_alternative
EV002141,RL00577,P004,outreach_sent,2024-03-26,negotiation,round 3
EV002142,RL00577,P004,reply_received,2024-03-27,negotiation,propose_alternative
EV002143,RL00578,,classified,2024-03-17,intake,
EV002144,RL00578,P004,matched,2024-03-20,matching,"top-3 by capacity+ROI, ranked P004 #1"
EV002145,RL00579,,classified,2024-03-07,intake,
EV002146,RL00579,P006,matched,2024-03-10,matching,"top-3 by capacity+ROI, ranked P006 #1"
EV002147,RL00579,P006,booked,2024-03-12,negotiation,partner accepted; capacity held
EV002148,RL00579,P006,resolved,2024-03-23,monitor,closed successfully
EV002149,RL00580,,classified,2024-03-14,intake,
EV002150,RL00580,P004,matched,2024-03-16,matching,"top-3 by capacity+ROI, ranked P004 #1"
EV002151,RL00580,P004,lost,2024-03-28,monitor,no fit / declined
EV002152,RL00581,,classified,2024-03-23,intake,
EV002153,RL00581,P006,matched,2024-03-24,matching,"top-3 by capacity+ROI, ranked P006 #1"
EV002154,RL00581,P006,outreach_sent,2024-03-25,negotiation,round 1
EV002155,RL00581,P006,reply_received,2024-03-26,negotiation,propose_alternative
EV002156,RL00581,P006,outreach_sent,2024-03-27,negotiation,round 2
EV002157,RL00581,P006,reply_received,2024-03-28,negotiation,propose_alternative
EV002158,RL00581,P006,outreach_sent,2024-03-29,negotiation,round 3
EV002159,RL00581,P006,reply_received,2024-03-30,negotiation,propose_alternative
EV002160,RL00582,,classified,2024-03-17,intake,
EV002161,RL00582,P005,matched,2024-03-20,matching,"top-3 by capacity+ROI, ranked P005 #1"
EV002162,RL00582,P005,lost,2024-04-03,monitor,no fit / declined
EV002163,RL00583,,classified,2024-03-13,intake,
EV002164,RL00583,P004,matched,2024-03-15,matching,"top-3 by capacity+ROI, ranked P004 #1"
EV002165,RL00583,P004,booked,2024-03-25,negotiation,partner accepted; capacity held
EV002166,RL00583,P004,resolved,2024-04-12,monitor,closed successfully
EV002167,RL00584,,classified,2024-03-06,intake,
EV002168,RL00584,P006,matched,2024-03-07,matching,"top-3 by capacity+ROI, ranked P006 #1"
EV002169,RL00584,P006,lost,2024-03-16,monitor,no fit / declined
EV002170,RL00585,,classified,2024-03-09,intake,
EV002171,RL00585,P004,matched,2024-03-10,matching,"top-3 by capacity+ROI, ranked P004 #1"
EV002172,RL00585,P004,lost,2024-03-24,monitor,no fit / declined
EV002173,RL00586,,classified,2024-04-02,intake,
EV002174,RL00586,P005,matched,2024-04-05,matching,"top-3 by capacity+ROI, ranked P005 #1"
EV002175,RL00586,P005,lost,2024-04-19,monitor,no fit / declined
EV002176,RL00587,,classified,2024-04-07,intake,
EV002177,RL00587,P006,matched,2024-04-10,matching,"top-3 by capacity+ROI, ranked P006 #1"
EV002178,RL00587,P006,booked,2024-04-18,negotiation,partner accepted; capacity held
EV002179,RL00587,P006,resolved,2024-04-25,monitor,closed successfully
EV002180,RL00588,,classified,2024-04-09,intake,
EV002181,RL00588,P005,matched,2024-04-12,matching,"top-3 by capacity+ROI, ranked P005 #1"
EV002182,RL00588,P005,booked,2024-04-22,negotiation,partner accepted; capacity held
EV002183,RL00588,P005,resolved,2024-05-14,monitor,closed successfully
EV002184,RL00589,,classified,2024-04-19,intake,
EV002185,RL00589,P004,matched,2024-04-21,matching,"top-3 by capacity+ROI, ranked P004 #1"
EV002186,RL00589,P004,lost,2024-04-28,monitor,no fit / declined
EV002187,RL00590,,classified,2024-04-05,intake,
EV002188,RL00590,P006,matched,2024-04-07,matching,"top-3 by capacity+ROI, ranked P006 #1"
EV002189,RL00590,P006,booked,2024-04-11,negotiation,partner accepted; capacity held
EV002190,RL00590,P006,resolved,2024-04-30,monitor,closed successfully
EV002191,RL00591,,classified,2024-04-16,intake,
EV002192,RL00591,P004,matched,2024-04-17,matching,"top-3 by capacity+ROI, ranked P004 #1"
EV002193,RL00591,P004,booked,2024-04-23,negotiation,partner accepted; capacity held
EV002194,RL00591,P004,resolved,2024-05-03,monitor,closed successfully
EV002195,RL00592,,classified,2024-04-11,intake,
EV002196,RL00592,P005,matched,2024-04-14,matching,"top-3 by capacity+ROI, ranked P005 #1"
EV002197,RL00592,P005,booked,2024-04-18,negotiation,partner accepted; capacity held
EV002198,RL00592,P005,resolved,2024-05-12,monitor,closed successfully
EV002199,RL00593,,classified,2024-04-25,intake,
EV002200,RL00593,P005,matched,2024-04-28,matching,"top-3 by capacity+ROI, ranked P005 #1"
EV002201,RL00593,P005,booked,2024-05-02,negotiation,partner accepted; capacity held
EV002202,RL00593,P005,resolved,2024-05-23,monitor,closed successfully
EV002203,RL00594,,classified,2024-04-04,intake,
EV002204,RL00594,P006,matched,2024-04-05,matching,"top-3 by capacity+ROI, ranked P006 #1"
EV002205,RL00594,P006,lost,2024-04-12,monitor,no fit / declined
EV002206,RL00595,,classified,2024-04-10,intake,
EV002207,RL00595,P004,matched,2024-04-13,matching,"top-3 by capacity+ROI, ranked P004 #1"
EV002208,RL00595,P004,booked,2024-04-23,negotiation,partner accepted; capacity held
EV002209,RL00595,P004,resolved,2024-05-14,monitor,closed successfully
EV002210,RL00596,,classified,2024-04-10,intake,
EV002211,RL00596,P005,matched,2024-04-13,matching,"top-3 by capacity+ROI, ranked P005 #1"
EV002212,RL00596,P005,booked,2024-04-20,negotiation,partner accepted; capacity held
EV002213,RL00596,P005,resolved,2024-05-14,monitor,closed successfully
EV002214,RL00597,,classified,2024-04-03,intake,
EV002215,RL00597,P004,matched,2024-04-04,matching,"top-3 by capacity+ROI, ranked P004 #1"
EV002216,RL00597,P004,booked,2024-04-11,negotiation,partner accepted; capacity held
EV002217,RL00597,P004,resolved,2024-04-26,monitor,closed successfully
EV002218,RL00598,,classified,2024-04-13,intake,
EV002219,RL00598,P004,matched,2024-04-14,matching,"top-3 by capacity+ROI, ranked P004 #1"
EV002220,RL00598,P004,lost,2024-04-28,monitor,no fit / declined
EV002221,RL00599,,classified,2024-04-23,intake,
EV002222,RL00599,P006,matched,2024-04-25,matching,"top-3 by capacity+ROI, ranked P006 #1"
EV002223,RL00599,P006,booked,2024-04-30,negotiation,partner accepted; capacity held
EV002224,RL00599,P006,resolved,2024-05-22,monitor,closed successfully
EV002225,RL00600,,classified,2024-04-17,intake,
EV002226,RL00600,P004,matched,2024-04-19,matching,"top-3 by capacity+ROI, ranked P004 #1"
EV002227,RL00600,P004,lost,2024-04-27,monitor,no fit / declined
EV002228,RL00601,,classified,2024-05-13,intake,
EV002229,RL00601,P005,matched,2024-05-16,matching,"top-3 by capacity+ROI, ranked P005 #1"
EV002230,RL00601,P005,booked,2024-05-21,negotiation,partner accepted; capacity held
EV002231,RL00601,P005,resolved,2024-05-29,monitor,closed successfully
EV002232,RL00602,,classified,2024-05-24,intake,
EV002233,RL00602,P005,matched,2024-05-27,matching,"top-3 by capacity+ROI, ranked P005 #1"
EV002234,RL00602,P005,lost,2024-06-07,monitor,no fit / declined
EV002235,RL00603,,classified,2024-05-12,intake,
EV002236,RL00603,P004,matched,2024-05-13,matching,"top-3 by capacity+ROI, ranked P004 #1"
EV002237,RL00603,P004,booked,2024-05-23,negotiation,partner accepted; capacity held
EV002238,RL00603,P004,resolved,2024-06-17,monitor,closed successfully
EV002239,RL00604,,classified,2024-05-10,intake,
EV002240,RL00604,P006,matched,2024-05-13,matching,"top-3 by capacity+ROI, ranked P006 #1"
EV002241,RL00604,P006,booked,2024-05-20,negotiation,partner accepted; capacity held
EV002242,RL00604,P006,resolved,2024-06-02,monitor,closed successfully
EV002243,RL00605,,classified,2024-05-02,intake,
EV002244,RL00605,P006,matched,2024-05-03,matching,"top-3 by capacity+ROI, ranked P006 #1"
EV002245,RL00605,P006,lost,2024-05-10,monitor,no fit / declined
EV002246,RL00606,,classified,2024-05-18,intake,
EV002247,RL00606,P006,matched,2024-05-21,matching,"top-3 by capacity+ROI, ranked P006 #1"
EV002248,RL00606,P006,outreach_sent,2024-05-22,negotiation,round 1
EV002249,RL00606,P006,reply_received,2024-05-23,negotiation,propose_alternative
EV002250,RL00606,P006,outreach_sent,2024-05-24,negotiation,round 2
EV002251,RL00606,P006,reply_received,2024-05-25,negotiation,propose_alternative
EV002252,RL00606,P006,outreach_sent,2024-05-26,negotiation,round 3
EV002253,RL00606,P006,reply_received,2024-05-27,negotiation,propose_alternative
EV002254,RL00607,,classified,2024-05-02,intake,
EV002255,RL00607,P004,matched,2024-05-04,matching,"top-3 by capacity+ROI, ranked P004 #1"
EV002256,RL00607,P004,booked,2024-05-06,negotiation,partner accepted; capacity held
EV002257,RL00607,P004,resolved,2024-05-17,monitor,closed successfully
EV002258,RL00608,,classified,2024-05-05,intake,
EV002259,RL00609,,classified,2024-05-18,intake,
EV002260,RL00609,P006,matched,2024-05-21,matching,"top-3 by capacity+ROI, ranked P006 #1"
EV002261,RL00609,P006,booked,2024-05-31,negotiation,partner accepted; capacity held
EV002262,RL00609,P006,resolved,2024-06-11,monitor,closed successfully
EV002263,RL00610,,classified,2024-05-25,intake,
EV002264,RL00610,P005,matched,2024-05-28,matching,"top-3 by capacity+ROI, ranked P005 #1"
EV002265,RL00610,P005,booked,2024-06-06,negotiation,partner accepted; capacity held
EV002266,RL00610,P005,resolved,2024-07-01,monitor,closed successfully
EV002267,RL00611,,classified,2024-05-23,intake,
EV002268,RL00611,P005,matched,2024-05-26,matching,"top-3 by capacity+ROI, ranked P005 #1"
EV002269,RL00611,P005,booked,2024-05-28,negotiation,partner accepted; capacity held
EV002270,RL00611,P005,resolved,2024-06-04,monitor,closed successfully
EV002271,RL00612,,classified,2024-05-22,intake,
EV002272,RL00612,P006,matched,2024-05-23,matching,"top-3 by capacity+ROI, ranked P006 #1"
EV002273,RL00612,P006,outreach_sent,2024-05-24,negotiation,round 1
EV002274,RL00612,P006,reply_received,2024-05-25,negotiation,propose_alternative
EV002275,RL00612,P006,outreach_sent,2024-05-26,negotiation,round 2
EV002276,RL00612,P006,reply_received,2024-05-27,negotiation,propose_alternative
EV002277,RL00612,P006,outreach_sent,2024-05-28,negotiation,round 3
EV002278,RL00612,P006,reply_received,2024-05-29,negotiation,propose_alternative
EV002279,RL00613,,classified,2024-05-28,intake,
EV002280,RL00613,P006,matched,2024-05-30,matching,"top-3 by capacity+ROI, ranked P006 #1"
EV002281,RL00613,P006,booked,2024-06-01,negotiation,partner accepted; capacity held
EV002282,RL00613,P006,resolved,2024-06-07,monitor,closed successfully
EV002283,RL00614,,classified,2024-05-05,intake,
EV002284,RL00614,P005,matched,2024-05-08,matching,"top-3 by capacity+ROI, ranked P005 #1"
EV002285,RL00614,P005,outreach_sent,2024-05-09,negotiation,round 1
EV002286,RL00614,P005,reply_received,2024-05-10,negotiation,propose_alternative
EV002287,RL00614,P005,outreach_sent,2024-05-11,negotiation,round 2
EV002288,RL00614,P005,reply_received,2024-05-12,negotiation,propose_alternative
EV002289,RL00614,P005,outreach_sent,2024-05-13,negotiation,round 3
EV002290,RL00614,P005,reply_received,2024-05-14,negotiation,propose_alternative
EV002291,RL00615,,classified,2024-05-21,intake,
