customer_id,customer_name,country,segment,signup_date,plan_type,monthly_revenue,partner_id
C01068,Hansen Consulting AS,NO,MID,2023-01-22,premium,1197,
C01069,Johansen Rådgivning AS,NO,SMB,2023-01-02,basic,617,P006
C01070,Olsen Revisjon AS,NO,ENT,2023-01-07,enterprise,7305,P004
C01071,Pettersen Consulting AS,NO,SMB,2023-01-11,basic,611,P004
C01072,Johansen Økonomi AS,NO,MID,2023-01-03,premium,2277,P004
C01073,Haugen Consulting AS,NO,MID,2023-01-10,premium,1208,
C01074,Hansen Revisjon AS,NO,ENT,2023-01-09,enterprise,6983,
C01075,Pettersen Regnskap AS,NO,MID,2023-01-06,enterprise,6404,
C01076,Johansen Rådgivning AS,NO,SMB,2023-01-11,premium,1919,P006
C01077,Olsen Revisjon AS,NO,MID,2023-01-19,basic,460,
C01078,Andersen Økonomi AS,NO,MID,2023-01-08,premium,2269,P004
C01079,Johansen Rådgivning AS,NO,SMB,2023-02-07,premium,2361,
C01080,Olsen Økonomi AS,NO,SMB,2023-02-28,basic,676,
C01081,Hansen Regnskap AS,NO,ENT,2023-02-03,premium,1289,
C01082,Nilsen Økonomi AS,NO,SMB,2023-02-06,premium,1418,P004
C01083,Larsen Revisjon AS,NO,SMB,2023-02-10,basic,667,P004
C01084,Pettersen Regnskap AS,NO,SMB,2023-02-19,basic,589,
C01085,Nilsen Consulting AS,NO,SMB,2023-02-12,basic,675,P006
C01086,Larsen Rådgivning AS,NO,ENT,2023-02-27,enterprise,6924,P004
C01087,Pettersen Revisjon AS,NO,SMB,2023-02-18,premium,1526,P005
C01088,Johansen Consulting AS,NO,SMB,2023-02-13,basic,620,P005
C01089,Pettersen Økonomi AS,NO,SMB,2023-02-07,premium,2495,
C01090,Olsen Økonomi AS,NO,SMB,2023-02-24,basic,778,
C01091,Larsen Revisjon AS,NO,ENT,2023-02-02,premium,2158,P005
C01092,Nilsen Økonomi AS,NO,MID,2023-02-17,premium,1754,
C01093,Berg Consulting AS,NO,SMB,2023-02-24,basic,635,
C01094,Haugen Consulting AS,NO,MID,2023-02-09,enterprise,5007,P006
C01095,Olsen Rådgivning AS,NO,SMB,2023-02-01,basic,646,P006
C01096,Bakke Rådgivning AS,NO,MID,2023-02-07,basic,668,P005
C01097,Olsen Regnskap AS,NO,MID,2023-02-22,premium,2503,P006
C01098,Nilsen Revisjon AS,NO,MID,2023-02-25,premium,1550,
C01099,Nilsen Rådgivning AS,NO,ENT,2023-02-01,enterprise,3812,P006
C01100,Hansen Consulting AS,NO,MID,2023-02-14,premium,1349,P004
C01101,Pettersen Økonomi AS,NO,SMB,2023-03-13,basic,465,
C01102,Berg Rådgivning AS,NO,MID,2023-03-22,basic,586,
C01103,Nilsen Rådgivning AS,NO,ENT,2023-03-26,premium,2069,
C01104,Haugen Økonomi AS,NO,ENT,2023-03-17,enterprise,7780,P005
C01105,Andersen Økonomi AS,NO,SMB,2023-03-11,premium,1645,
C01106,Berg Økonomi AS,NO,MID,2023-03-13,enterprise,6505,
C01107,Bakke Revisjon AS,NO,MID,2023-03-28,premium,1284,P004
C01108,Pettersen Rådgivning AS,NO,MID,2023-03-23,premium,1925,
C01109,Berg Revisjon AS,NO,SMB,2023-03-07,basic,614,P005
C01110,Olsen Revisjon AS,NO,SMB,2023-03-22,basic,654,
C01111,Olsen Økonomi AS,NO,ENT,2023-03-14,enterprise,7700,
C01112,Bakke Regnskap AS,NO,MID,2023-03-10,premium,2781,P006
C01113,Pettersen Consulting AS,NO,SMB,2023-03-05,basic,794,
C01114,Olsen Regnskap AS,NO,MID,2023-03-16,premium,1433,P006
C01115,Larsen Consulting AS,NO,ENT,2023-03-14,premium,1668,
C01116,Bakke Økonomi AS,NO,SMB,2023-03-22,premium,1252,
C01117,Haugen Regnskap AS,NO,MID,2023-03-03,premium,1458,
C01118,Nilsen Rådgivning AS,NO,SMB,2023-03-21,premium,2521,
C01119,Olsen Regnskap AS,NO,SMB,2023-03-28,basic,582,P004
C01120,Hansen Revisjon AS,NO,MID,2023-03-11,enterprise,4751,
C01121,Johansen Økonomi AS,NO,SMB,2023-03-13,basic,481,
C01122,Hansen Rådgivning AS,NO,SMB,2023-03-14,basic,797,
C01123,Johansen Økonomi AS,NO,ENT,2023-04-09,enterprise,7718,
C01124,Johansen Consulting AS,NO,MID,2023-04-10,premium,2659,P006
C01125,Nilsen Revisjon AS,NO,MID,2023-04-23,enterprise,5266,
C01126,Nilsen Økonomi AS,NO,MID,2023-04-27,premium,1044,P005
C01127,Larsen Consulting AS,NO,MID,2023-04-12,premium,2081,
C01128,Berg Revisjon AS,NO,MID,2023-04-23,premium,1268,P006
C01129,Larsen Consulting AS,NO,MID,2023-04-15,premium,1904,
C01130,Olsen Consulting AS,NO,MID,2023-04-26,premium,1018,P006
C01131,Olsen Revisjon AS,NO,ENT,2023-04-13,enterprise,5178,
C01132,Haugen Økonomi AS,NO,SMB,2023-04-16,basic,713,
C01133,Pettersen Revisjon AS,NO,MID,2023-04-05,premium,1069,P005
C01134,Olsen Økonomi AS,NO,SMB,2023-04-23,basic,642,
C01135,Andersen Regnskap AS,NO,MID,2023-04-28,premium,2295,
C01136,Bakke Consulting AS,NO,SMB,2023-04-04,basic,778,
C01137,Olsen Rådgivning AS,NO,SMB,2023-04-01,premium,1982,P006
C01138,Olsen Revisjon AS,NO,ENT,2023-04-16,enterprise,6244,
C01139,Berg Økonomi AS,NO,MID,2023-04-03,enterprise,5314,P006
C01140,Haugen Rådgivning AS,NO,MID,2023-04-18,premium,2085,P006
C01141,Hansen Rådgivning AS,NO,MID,2023-04-04,premium,2348,
C01142,Haugen Consulting AS,NO,SMB,2023-04-23,basic,610,P004
C01143,Bakke Revisjon AS,NO,SMB,2023-04-21,basic,467,P004
C01144,Berg Rådgivning AS,NO,ENT,2023-04-12,premium,2347,P005
C01145,Larsen Revisjon AS,NO,SMB,2023-05-19,basic,768,P006
C01146,Nilsen Consulting AS,NO,MID,2023-05-13,basic,683,P005
C01147,Johansen Revisjon AS,NO,SMB,2023-05-18,basic,587,
C01148,Andersen Økonomi AS,NO,MID,2023-05-19,premium,2238,P004
C01149,Olsen Rådgivning AS,NO,SMB,2023-05-13,basic,489,P006
C01150,Hansen Consulting AS,NO,MID,2023-05-11,premium,1683,
C01151,Olsen Consulting AS,NO,SMB,2023-05-09,basic,563,P004
C01152,Olsen Rådgivning AS,NO,MID,2023-05-17,premium,2682,
C01153,Berg Consulting AS,NO,MID,2023-05-12,enterprise,6020,
C01154,Bakke Rådgivning AS,NO,ENT,2023-05-11,enterprise,6627,
C01155,Hansen Consulting AS,NO,SMB,2023-05-16,basic,712,
C01156,Johansen Rådgivning AS,NO,SMB,2023-05-24,premium,2309,
C01157,Larsen Økonomi AS,NO,SMB,2023-05-15,premium,2635,P005
C01158,Larsen Økonomi AS,NO,ENT,2023-05-17,enterprise,5674,P004
C01159,Olsen Consulting AS,NO,SMB,2023-05-25,basic,490,P004
C01160,Berg Økonomi AS,NO,SMB,2023-05-19,premium,2134,
C01161,Bakke Regnskap AS,NO,SMB,2023-05-22,premium,1982,P006
C01162,Bakke Revisjon AS,NO,SMB,2023-05-13,basic,453,
C01163,Berg Rådgivning AS,NO,ENT,2023-05-08,enterprise,8126,
C01164,Hansen Regnskap AS,NO,ENT,2023-05-15,enterprise,8088,
C01165,Hansen Revisjon AS,NO,MID,2023-05-12,premium,1104,P005
C01166,Olsen Revisjon AS,NO,SMB,2023-05-04,basic,726,
C01167,Olsen Økonomi AS,NO,SMB,2023-06-12,basic,545,P004
C01168,Berg Consulting AS,NO,SMB,2023-06-16,basic,528,P005
C01169,Nilsen Consulting AS,NO,MID,2023-06-25,premium,1809,P005
C01170,Nilsen Regnskap AS,NO,ENT,2023-06-04,enterprise,7399,P005
C01171,Hansen Økonomi AS,NO,MID,2023-06-12,premium,1226,P004
C01172,Pettersen Revisjon AS,NO,MID,2023-06-14,enterprise,5113,
C01173,Andersen Økonomi AS,NO,SMB,2023-06-04,basic,799,
C01174,Olsen Regnskap AS,NO,MID,2023-06-17,premium,2690,P004
C01175,Andersen Økonomi AS,NO,SMB,2023-06-05,basic,800,P006
C01176,Nilsen Consulting AS,NO,MID,2023-06-20,premium,1592,P004
C01177,Larsen Consulting AS,NO,SMB,2023-06-20,basic,577,P004
C01178,Olsen Rådgivning AS,NO,MID,2023-06-22,premium,2446,
C01179,Hansen Consulting AS,NO,SMB,2023-06-20,premium,2210,
C01180,Nilsen Regnskap AS,NO,SMB,2023-06-04,basic,548,
C01181,Johansen Consulting AS,NO,SMB,2023-06-20,premium,1778,P005
C01182,Larsen Regnskap AS,NO,SMB,2023-06-11,basic,668,
C01183,Berg Consulting AS,NO,SMB,2023-06-09,premium,2457,P005
C01184,Larsen Rådgivning AS,NO,SMB,2023-06-02,basic,614,P005
C01185,Olsen Regnskap AS,NO,SMB,2023-06-04,basic,701,P005
C01186,Haugen Rådgivning AS,NO,SMB,2023-06-22,premium,1678,P005
C01187,Olsen Regnskap AS,NO,SMB,2023-06-20,basic,557,
C01188,Johansen Consulting AS,NO,MID,2023-06-05,premium,1084,
C01189,Hansen Rådgivning AS,NO,SMB,2023-07-14,basic,707,
C01190,Berg Consulting AS,NO,MID,2023-07-09,basic,473,
C01191,Olsen Consulting AS,NO,MID,2023-07-24,premium,2090,
C01192,Berg Consulting AS,NO,SMB,2023-07-13,basic,760,P004
C01193,Bakke Revisjon AS,NO,SMB,2023-07-19,basic,712,P006
C01194,Hansen Consulting AS,NO,MID,2023-07-10,premium,1549,
C01195,Hansen Revisjon AS,NO,SMB,2023-07-02,basic,777,P005
C01196,Johansen Rådgivning AS,NO,MID,2023-07-28,premium,1509,
C01197,Andersen Regnskap AS,NO,SMB,2023-07-04,basic,759,
C01198,Larsen Revisjon AS,NO,MID,2023-07-23,premium,1273,P006
C01199,Hansen Revisjon AS,NO,MID,2023-07-02,basic,632,P005
C01200,Haugen Regnskap AS,NO,SMB,2023-07-01,premium,2593,
C01201,Bakke Consulting AS,NO,SMB,2023-07-23,basic,770,
C01202,Nilsen Consulting AS,NO,SMB,2023-07-27,basic,554,
C01203,Olsen Økonomi AS,NO,SMB,2023-07-15,premium,1754,P005
C01204,Hansen Revisjon AS,NO,SMB,2023-07-06,premium,1360,P005
C01205,Johansen Regnskap AS,NO,SMB,2023-07-01,premium,2674,P006
C01206,Olsen Rådgivning AS,NO,SMB,2023-07-05,basic,780,
C01207,Berg Regnskap AS,NO,MID,2023-07-05,premium,2235,P005
C01208,Larsen Consulting AS,NO,SMB,2023-07-27,premium,1089,P004
C01209,Olsen Rådgivning AS,NO,SMB,2023-07-21,premium,1019,
C01210,Pettersen Consulting AS,NO,MID,2023-07-28,premium,1983,
C01211,Nilsen Regnskap AS,NO,SMB,2023-08-13,basic,565,
C01212,Larsen Revisjon AS,NO,SMB,2023-08-16,basic,502,
C01213,Haugen Consulting AS,NO,MID,2023-08-03,basic,493,
C01214,Hansen Revisjon AS,NO,SMB,2023-08-06,basic,542,
C01215,Andersen Revisjon AS,NO,MID,2023-08-20,premium,1212,P005
C01216,Hansen Consulting AS,NO,ENT,2023-08-26,enterprise,3817,
C01217,Olsen Rådgivning AS,NO,SMB,2023-08-11,basic,694,
C01218,Hansen Økonomi AS,NO,ENT,2023-08-14,enterprise,4540,P004
C01219,Andersen Consulting AS,NO,SMB,2023-08-12,basic,661,
C01220,Bakke Rådgivning AS,NO,ENT,2023-08-26,enterprise,6939,P005
C01221,Nilsen Rådgivning AS,NO,SMB,2023-08-16,premium,1787,P006
C01222,Johansen Revisjon AS,NO,MID,2023-08-19,premium,1449,
C01223,Hansen Regnskap AS,NO,SMB,2023-08-01,premium,1742,
C01224,Bakke Økonomi AS,NO,ENT,2023-08-02,enterprise,4941,P004
C01225,Hansen Økonomi AS,NO,SMB,2023-08-08,basic,520,P006
C01226,Olsen Økonomi AS,NO,ENT,2023-08-23,enterprise,4668,
C01227,Johansen Regnskap AS,NO,SMB,2023-08-27,basic,525,P004
C01228,Pettersen Consulting AS,NO,SMB,2023-08-01,premium,1306,
C01229,Pettersen Regnskap AS,NO,SMB,2023-08-24,premium,1962,P005
C01230,Bakke Consulting AS,NO,SMB,2023-08-05,basic,759,
C01231,Larsen Rådgivning AS,NO,SMB,2023-08-01,basic,682,
C01232,Bakke Økonomi AS,NO,SMB,2023-08-17,basic,530,P004
C01233,Andersen Rådgivning AS,NO,SMB,2023-09-26,basic,588,P004
C01234,Olsen Consulting AS,NO,MID,2023-09-25,basic,594,P004
C01235,Berg Consulting AS,NO,ENT,2023-09-25,premium,1413,
C01236,Olsen Revisjon AS,NO,SMB,2023-09-19,basic,697,P005
C01237,Nilsen Revisjon AS,NO,ENT,2023-09-01,enterprise,7061,P005
C01238,Berg Rådgivning AS,NO,SMB,2023-09-22,basic,707,P004
C01239,Pettersen Regnskap AS,NO,SMB,2023-09-26,basic,469,P004
C01240,Hansen Consulting AS,NO,SMB,2023-09-21,basic,560,
C01241,Pettersen Consulting AS,NO,SMB,2023-09-17,premium,2334,P005
C01242,Nilsen Consulting AS,NO,SMB,2023-09-11,basic,670,P006
C01243,Pettersen Regnskap AS,NO,ENT,2023-09-07,enterprise,5048,
C01244,Pettersen Regnskap AS,NO,SMB,2023-09-26,premium,1633,P004
C01245,Andersen Revisjon AS,NO,SMB,2023-09-15,premium,1330,P006
C01246,Larsen Økonomi AS,NO,SMB,2023-09-03,basic,685,P005
C01247,Nilsen Økonomi AS,NO,ENT,2023-09-21,enterprise,7799,P005
C01248,Andersen Revisjon AS,NO,MID,2023-09-28,premium,1902,P006
C01249,Berg Rådgivning AS,NO,MID,2023-09-03,premium,1538,
C01250,Berg Consulting AS,NO,SMB,2023-09-21,premium,2433,
C01251,Johansen Økonomi AS,NO,SMB,2023-09-28,basic,741,P004
C01252,Pettersen Regnskap AS,NO,SMB,2023-09-03,basic,723,
C01253,Johansen Økonomi AS,NO,SMB,2023-09-03,basic,653,
C01254,Pettersen Regnskap AS,NO,SMB,2023-09-11,basic,759,P006
C01255,Olsen Revisjon AS,NO,SMB,2023-10-09,basic,522,P005
C01256,Hansen Regnskap AS,NO,MID,2023-10-28,enterprise,8098,P005
C01257,Andersen Økonomi AS,NO,MID,2023-10-03,premium,2542,P004
C01258,Nilsen Revisjon AS,NO,SMB,2023-10-16,basic,532,
C01259,Haugen Consulting AS,NO,SMB,2023-10-23,premium,2148,
C01260,Andersen Regnskap AS,NO,MID,2023-10-03,premium,1296,P006
C01261,Olsen Økonomi AS,NO,MID,2023-10-05,enterprise,7891,
C01262,Hansen Økonomi AS,NO,SMB,2023-10-09,basic,680,
C01263,Johansen Økonomi AS,NO,ENT,2023-10-21,premium,1447,
C01264,Johansen Rådgivning AS,NO,SMB,2023-10-23,basic,643,P004
C01265,Bakke Regnskap AS,NO,SMB,2023-10-01,basic,604,
C01266,Bakke Økonomi AS,NO,SMB,2023-10-23,premium,1847,P005
C01267,Hansen Rådgivning AS,NO,ENT,2023-10-17,enterprise,5240,P005
C01268,Nilsen Revisjon AS,NO,SMB,2023-10-20,basic,595,
C01269,Haugen Økonomi AS,NO,SMB,2023-10-28,basic,503,P004
C01270,Bakke Rådgivning AS,NO,SMB,2023-10-04,premium,2115,P005
C01271,Bakke Økonomi AS,NO,SMB,2023-10-26,basic,665,P005
C01272,Nilsen Økonomi AS,NO,SMB,2023-10-04,basic,513,P005
C01273,Larsen Revisjon AS,NO,ENT,2023-10-01,enterprise,7957,P006
C01274,Berg Regnskap AS,NO,ENT,2023-10-27,enterprise,5778,P005
C01275,Haugen Revisjon AS,NO,SMB,2023-10-01,basic,715,
C01276,Johansen Rådgivning AS,NO,SMB,2023-10-11,basic,670,P005
C01277,Hansen Regnskap AS,NO,SMB,2023-11-11,basic,673,P006
C01278,Berg Consulting AS,NO,MID,2023-11-20,enterprise,4445,
C01279,Larsen Consulting AS,NO,MID,2023-11-21,premium,2336,
C01280,Larsen Regnskap AS,NO,MID,2023-11-18,premium,2652,
C01281,Haugen Regnskap AS,NO,SMB,2023-11-09,basic,461,
C01282,Hansen Regnskap AS,NO,SMB,2023-11-04,basic,504,P005
C01283,Berg Økonomi AS,NO,SMB,2023-11-03,basic,556,P005
C01284,Nilsen Revisjon AS,NO,SMB,2023-11-03,basic,557,
C01285,Haugen Rådgivning AS,NO,ENT,2023-11-21,enterprise,5272,P004
C01286,Haugen Rådgivning AS,NO,SMB,2023-11-28,premium,1710,P006
C01287,Bakke Regnskap AS,NO,SMB,2023-11-01,premium,1249,P004
C01288,Berg Revisjon AS,NO,SMB,2023-11-25,premium,1235,
C01289,Olsen Revisjon AS,NO,MID,2023-11-03,enterprise,5992,P004
C01290,Johansen Revisjon AS,NO,SMB,2023-11-23,basic,703,P005
C01291,Larsen Consulting AS,NO,MID,2023-11-22,premium,1804,P006
C01292,Nilsen Rådgivning AS,NO,SMB,2023-11-26,premium,1887,
C01293,Nilsen Consulting AS,NO,SMB,2023-11-24,basic,505,
C01294,Berg Rådgivning AS,NO,SMB,2023-11-19,premium,2678,P004
C01295,Bakke Revisjon AS,NO,SMB,2023-11-09,basic,780,
C01296,Andersen Consulting AS,NO,SMB,2023-11-13,basic,615,P004
C01297,Olsen Regnskap AS,NO,SMB,2023-11-03,basic,524,
C01298,Johansen Rådgivning AS,NO,MID,2023-11-11,premium,1437,P005
C01299,Haugen Revisjon AS,NO,SMB,2023-12-16,basic,511,P004
C01300,Berg Økonomi AS,NO,SMB,2023-12-19,basic,595,P006
C01301,Bakke Regnskap AS,NO,SMB,2023-12-10,premium,1075,
C01302,Larsen Revisjon AS,NO,SMB,2023-12-01,basic,662,
C01303,Nilsen Revisjon AS,NO,SMB,2023-12-25,basic,610,P004
C01304,Haugen Regnskap AS,NO,ENT,2023-12-23,enterprise,4794,
C01305,Nilsen Consulting AS,NO,SMB,2023-12-01,premium,1284,P005
C01306,Berg Regnskap AS,NO,SMB,2023-12-06,premium,2663,P006
C01307,Olsen Revisjon AS,NO,MID,2023-12-09,basic,474,
C01308,Hansen Rådgivning AS,NO,MID,2023-12-11,premium,1777,P004
C01309,Nilsen Økonomi AS,NO,SMB,2023-12-15,basic,525,
C01310,Larsen Revisjon AS,NO,SMB,2023-12-22,basic,745,P005
C01311,Olsen Revisjon AS,NO,MID,2023-12-25,premium,1540,
C01312,Johansen Regnskap AS,NO,MID,2023-12-18,premium,2325,
C01313,Pettersen Økonomi AS,NO,ENT,2023-12-03,premium,1026,
C01314,Bakke Revisjon AS,NO,SMB,2023-12-07,basic,752,
C01315,Olsen Consulting AS,NO,ENT,2023-12-25,enterprise,5061,
C01316,Bakke Consulting AS,NO,ENT,2023-12-08,enterprise,7506,
C01317,Haugen Regnskap AS,NO,SMB,2023-12-25,basic,666,P005
C01318,Hansen Revisjon AS,NO,SMB,2023-12-05,basic,506,P005
C01319,Olsen Revisjon AS,NO,SMB,2023-12-01,basic,630,P006
C01320,Pettersen Revisjon AS,NO,SMB,2023-12-14,basic,670,P004
C01321,Olsen Revisjon AS,NO,SMB,2024-01-04,basic,586,P006
C01322,Johansen Revisjon AS,NO,MID,2024-01-08,premium,1828,P004
C01323,Haugen Revisjon AS,NO,SMB,2024-01-16,premium,1711,
C01324,Johansen Consulting AS,NO,SMB,2024-01-24,basic,768,P005
C01325,Hansen Regnskap AS,NO,MID,2024-01-11,basic,620,
C01326,Olsen Consulting AS,NO,SMB,2024-01-22,basic,540,
C01327,Haugen Regnskap AS,NO,MID,2024-01-22,basic,630,
C01328,Larsen Consulting AS,NO,SMB,2024-01-16,premium,2161,
C01329,Andersen Økonomi AS,NO,SMB,2024-01-17,premium,2587,P005
C01330,Larsen Revisjon AS,NO,MID,2024-01-16,enterprise,5908,
C01331,Haugen Økonomi AS,NO,SMB,2024-01-15,basic,620,
C01332,Johansen Consulting AS,NO,SMB,2024-01-04,basic,777,P005
C01333,Olsen Consulting AS,NO,SMB,2024-01-12,basic,670,P006
C01334,Bakke Consulting AS,NO,MID,2024-01-13,enterprise,7480,
C01335,Larsen Revisjon AS,NO,ENT,2024-01-09,enterprise,6513,P005
C01336,Olsen Økonomi AS,NO,SMB,2024-01-07,basic,625,
C01337,Berg Økonomi AS,NO,SMB,2024-01-26,premium,2622,P004
C01338,Haugen Rådgivning AS,NO,SMB,2024-01-22,basic,717,
C01339,Berg Økonomi AS,NO,SMB,2024-01-22,basic,483,
C01340,Berg Økonomi AS,NO,SMB,2024-01-02,premium,1252,P005
C01341,Bakke Rådgivning AS,NO,MID,2024-01-12,basic,578,P005
C01342,Johansen Økonomi AS,NO,ENT,2024-01-05,enterprise,4968,
C01343,Haugen Økonomi AS,NO,SMB,2024-02-09,basic,604,P005
C01344,Bakke Økonomi AS,NO,SMB,2024-02-18,premium,2707,P004
C01345,Nilsen Økonomi AS,NO,ENT,2024-02-17,enterprise,7636,P005
C01346,Haugen Revisjon AS,NO,SMB,2024-02-15,basic,665,P004
C01347,Haugen Revisjon AS,NO,SMB,2024-02-26,basic,515,
C01348,Pettersen Rådgivning AS,NO,MID,2024-02-02,premium,1825,
C01349,Olsen Revisjon AS,NO,MID,2024-02-15,basic,588,
C01350,Berg Regnskap AS,NO,SMB,2024-02-20,basic,696,
C01351,Bakke Consulting AS,NO,SMB,2024-02-24,basic,477,
C01352,Hansen Revisjon AS,NO,MID,2024-02-18,premium,1457,
C01353,Haugen Consulting AS,NO,SMB,2024-02-21,premium,1013,
C01354,Johansen Regnskap AS,NO,SMB,2024-02-04,basic,511,P004
C01355,Larsen Økonomi AS,NO,SMB,2024-02-16,basic,650,P004
C01356,Pettersen Rådgivning AS,NO,ENT,2024-02-16,enterprise,5932,
C01357,Johansen Consulting AS,NO,SMB,2024-02-04,basic,544,P006
C01358,Olsen Rådgivning AS,NO,MID,2024-02-17,premium,1975,P005
C01359,Olsen Økonomi AS,NO,SMB,2024-02-16,basic,647,
C01360,Nilsen Regnskap AS,NO,MID,2024-02-14,basic,595,P006
C01361,Berg Revisjon AS,NO,SMB,2024-02-19,basic,786,
C01362,Andersen Rådgivning AS,NO,SMB,2024-02-05,premium,1567,P004
C01363,Olsen Consulting AS,NO,MID,2024-02-28,premium,2446,P006
C01364,Hansen Revisjon AS,NO,SMB,2024-02-21,basic,738,P006
C01365,Johansen Regnskap AS,NO,ENT,2024-03-16,enterprise,5696,
C01366,Berg Rådgivning AS,NO,MID,2024-03-06,premium,1860,
C01367,Haugen Regnskap AS,NO,SMB,2024-03-09,premium,1149,P005
C01368,Haugen Rådgivning AS,NO,SMB,2024-03-06,basic,643,P006
C01369,Hansen Økonomi AS,NO,SMB,2024-03-07,basic,797,P004
C01370,Olsen Consulting AS,NO,SMB,2024-03-27,premium,1176,
C01371,Haugen Rådgivning AS,NO,MID,2024-03-02,enterprise,6745,
C01372,Haugen Økonomi AS,NO,MID,2024-03-06,enterprise,8126,P004
C01373,Pettersen Økonomi AS,NO,MID,2024-03-12,premium,1282,
C01374,Larsen Regnskap AS,NO,SMB,2024-03-21,basic,490,P006
C01375,Larsen Revisjon AS,NO,SMB,2024-03-04,basic,726,P004
C01376,Olsen Rådgivning AS,NO,MID,2024-03-13,basic,530,
C01377,Haugen Regnskap AS,NO,SMB,2024-03-19,basic,762,P005
C01378,Larsen Regnskap AS,NO,MID,2024-03-18,basic,691,
C01379,Berg Consulting AS,NO,SMB,2024-03-02,basic,621,
C01380,Berg Consulting AS,NO,SMB,2024-03-07,premium,2551,
C01381,Berg Revisjon AS,NO,SMB,2024-03-16,premium,2249,
C01382,Pettersen Consulting AS,NO,ENT,2024-03-03,enterprise,4460,
C01383,Andersen Økonomi AS,NO,MID,2024-03-09,basic,704,P006
C01384,Berg Consulting AS,NO,SMB,2024-03-16,premium,1466,P004
C01385,Bakke Økonomi AS,NO,MID,2024-03-18,premium,2400,
C01386,Bakke Consulting AS,NO,SMB,2024-03-02,basic,514,P005
C01387,Andersen Revisjon AS,NO,SMB,2024-04-27,basic,674,P004
C01388,Pettersen Regnskap AS,NO,MID,2024-04-20,premium,1598,P005
C01389,Andersen Consulting AS,NO,SMB,2024-04-22,basic,728,P006
C01390,Johansen Rådgivning AS,NO,MID,2024-04-15,enterprise,6197,
C01391,Haugen Økonomi AS,NO,SMB,2024-04-09,basic,503,P005
C01392,Johansen Revisjon AS,NO,SMB,2024-04-09,premium,2723,
C01393,Pettersen Økonomi AS,NO,SMB,2024-04-24,basic,522,P004
C01394,Larsen Regnskap AS,NO,SMB,2024-04-04,premium,1553,P005
C01395,Nilsen Økonomi AS,NO,SMB,2024-04-02,basic,703,P005
C01396,Larsen Regnskap AS,NO,SMB,2024-04-02,basic,787,P004
C01397,Larsen Rådgivning AS,NO,MID,2024-04-18,enterprise,6554,
C01398,Nilsen Regnskap AS,NO,MID,2024-04-07,premium,2698,
C01399,Pettersen Økonomi AS,NO,SMB,2024-04-26,basic,797,P006
C01400,Pettersen Consulting AS,NO,MID,2024-04-19,premium,1532,P005
C01401,Bakke Revisjon AS,NO,MID,2024-04-09,enterprise,4500,
C01402,Larsen Rådgivning AS,NO,SMB,2024-04-11,basic,590,P006
C01403,Hansen Økonomi AS,NO,SMB,2024-04-01,basic,614,
C01404,Pettersen Rådgivning AS,NO,SMB,2024-04-15,basic,468,
C01405,Bakke Revisjon AS,NO,SMB,2024-04-07,basic,490,P006
C01406,Hansen Consulting AS,NO,SMB,2024-04-03,basic,591,P005
C01407,Berg Consulting AS,NO,SMB,2024-04-21,premium,2343,P004
C01408,Johansen Regnskap AS,NO,SMB,2024-04-22,basic,612,P006
C01409,Andersen Revisjon AS,NO,MID,2024-05-03,enterprise,4972,P006
C01410,Hansen Revisjon AS,NO,MID,2024-05-14,premium,1602,
C01411,Johansen Revisjon AS,NO,SMB,2024-05-02,basic,752,P006
C01412,Nilsen Rådgivning AS,NO,MID,2024-05-25,premium,2459,P004
C01413,Johansen Rådgivning AS,NO,MID,2024-05-02,basic,782,P004
C01414,Bakke Regnskap AS,NO,SMB,2024-05-21,basic,512,
C01415,Haugen Revisjon AS,NO,SMB,2024-05-20,basic,675,P004
C01416,Olsen Consulting AS,NO,SMB,2024-05-08,premium,1741,P005
C01417,Bakke Regnskap AS,NO,MID,2024-05-15,enterprise,6764,P006
C01418,Johansen Rådgivning AS,NO,MID,2024-05-12,premium,1919,
C01419,Haugen Consulting AS,NO,MID,2024-05-27,basic,725,P005
C01420,Nilsen Rådgivning AS,NO,SMB,2024-05-20,basic,610,P005
C01421,Pettersen Regnskap AS,NO,SMB,2024-05-05,basic,551,
C01422,Pettersen Regnskap AS,NO,SMB,2024-05-06,basic,733,
C01423,Olsen Consulting AS,NO,MID,2024-05-05,premium,1049,
C01424,Bakke Consulting AS,NO,MID,2024-05-17,enterprise,7259,P005
C01425,Haugen Regnskap AS,NO,SMB,2024-05-23,basic,622,
C01426,Pettersen Økonomi AS,NO,MID,2024-05-03,premium,1919,
C01427,Bakke Regnskap AS,NO,MID,2024-05-10,premium,2502,P006
C01428,Pettersen Økonomi AS,NO,MID,2024-05-05,premium,1757,
C01429,Andersen Regnskap AS,NO,SMB,2024-05-06,basic,499,P005
C01430,Nilsen Revisjon AS,NO,SMB,2024-05-19,basic,710,
C01431,Larsen Consulting AS,NO,ENT,2024-06-10,enterprise,4669,
C01432,Berg Rådgivning AS,NO,SMB,2024-06-04,premium,2545,P006
C01433,Haugen Økonomi AS,NO,MID,2024-06-18,basic,463,P005
C01434,Olsen Økonomi AS,NO,SMB,2024-06-17,basic,506,
C01435,Olsen Revisjon AS,NO,SMB,2024-06-14,basic,520,
C01436,Bakke Revisjon AS,NO,SMB,2024-06-26,premium,2489,P004
C01437,Andersen Regnskap AS,NO,SMB,2024-06-09,premium,2376,
C01438,Berg Regnskap AS,NO,SMB,2024-06-14,basic,716,P006
